date,OT
1,0.0025739992534469336
2,0.05631831490233645
3,0.12674116115946335
4,0.18974116602837257
5,0.26739977856323704
6,0.3173093654800143
7,0.3876653182099626
8,0.4623906826947211
9,0.5126286154451765
10,0.5511780844509259
11,0.6052970500788339
12,0.6638990116956414
13,0.6904201541164112
14,0.7432189525288794
15,0.7982824487724727
16,0.8302264783410903
17,0.8853767666584419
18,0.8906883149828443
19,0.913411142649136
20,0.9380339536085037
21,0.9660662316610397
22,0.9791769835415727
23,1.0137484578621296
24,0.9938677660533483
25,0.5005444456336458
26,0.5083065489616021
27,0.49678140973002316
28,0.5007523899433258
29,0.4954305229317689
30,0.4951045826002494
31,0.466891101423856
32,0.4822966795195211
33,0.46512351449969963
34,0.4597391889289763
35,0.4444717537176749
36,0.45455043916766424
37,0.40630600398571176
38,0.42882962363807897
39,0.3954002860401583
40,0.40418240960086016
41,0.3872121596325348
42,0.3707220577225774
43,0.3539521579147695
44,0.35302279340789244
45,0.308755204574296
46,0.29295988512874793
47,0.27607260659317423
48,0.27560227084110456
49,-0.012991613442508536
50,0.07551479790225069
51,0.12764179039238485
52,0.18441319136257522
53,0.24804303612695716
54,0.31347172767296744
55,0.3678230065464859
56,0.4474299778757368
57,0.5085179086444306
58,0.5651569673923365
59,0.6024965885174506
60,0.6624251252288242
61,0.7071588380359031
62,0.7587551265554028
63,0.7978019618820084
64,0.8323724076274556
65,0.8474419747910373
66,0.8952069410934999
67,0.9249882973126612
68,0.9399824030549959
69,0.9632340706296786
70,0.9677930289031227
71,0.9882338069027844
72,1.0029176106602082
73,0.5208905957120397
74,0.48933763826164817
75,0.497621474640756
76,0.4855816296004222
77,0.49055579468260124
78,0.4844952115624445
79,0.48929880474881504
80,0.48395938116707615
81,0.46813453252309073
82,0.456722482874593
83,0.4602030193989753
84,0.4397578683783761
85,0.4419411114729718
86,0.39849613357873603
87,0.4200100662621379
88,0.38271528124602866
89,0.3641360070714125
90,0.3601246392747033
91,0.33403383389378993
92,0.3360492612758327
93,0.310078322720226
94,0.30164613155235737
95,0.27285816094663
96,0.2641264197231765
97,0.0009693176788019556
98,0.06351928574133826
99,0.14644221380378103
100,0.2009484302888761
101,0.2608557990226712
102,0.30287425829917586
103,0.3864653269267944
104,0.45465009337071793
105,0.4931002819646496
106,0.5535866860974847
107,0.5785040302794945
108,0.6468895528659515
109,0.6862663864714144
110,0.7528810239419037
111,0.791851005350522
112,0.830411447271438
113,0.8616558623946798
114,0.9070641046953405
115,0.9115515002479769
116,0.9461888841121113
117,0.9718897181165839
118,0.9789913547819178
119,0.9905369106960668
120,0.989608126949447
121,0.49665030538904315
122,0.5066482388847462
123,0.4776665934966659
124,0.4936160296104962
125,0.4856393052915452
126,0.4860294673966318
127,0.4987016954280825
128,0.4697518924572982
129,0.48140009673220135
130,0.4688704902893637
131,0.44863729825235027
132,0.4388310099789106
133,0.4285890447185531
134,0.40658473580314497
135,0.40845874492120066
136,0.3827655797839166
137,0.3753574233551708
138,0.3386125464398191
139,0.33703803119798864
140,0.33571085995618466
141,0.3034701283235172
142,0.3021122314312456
143,0.2775592435028727
144,0.27625228401881713
145,0.012579439688721659
146,0.06717937841728876
147,0.13037751805547934
148,0.19549468315939927
149,0.2586045974060814
150,0.33335603113312573
151,0.4077320792181143
152,0.42895407895125176
153,0.48971727346312544
154,0.5692019296604685
155,0.597338683073793
156,0.6456255604509439
157,0.7282604955417126
158,0.749097058623927
159,0.790851886057823
160,0.8263813083032229
161,0.8718388110785227
162,0.8855417407265777
163,0.9416234247571598
164,0.9544605927351322
165,0.9654078239713895
166,0.9752682244086197
167,0.992527430774407
168,1.0082986197528474
169,1.0261744262863621
170,1.0145524145532407
171,1.0079902402141792
172,0.9956267775062815
173,1.0038065026786533
174,0.9832684239643945
175,0.9842887169622183
176,0.9859251446670261
177,0.9725740878632949
178,0.9512204731479865
179,0.9330105963367981
180,0.9429749179662699
181,0.9281230596928861
182,0.9241363514606212
183,0.902769251869812
184,0.8850967219195746
185,0.8855395310379754
186,0.8705353060855966
187,0.8245789239109048
188,0.815168710277378
189,0.816003107531405
190,0.7981202018264403
191,0.7807616975569165
192,0.7745901072899536
193,0.020154984149609985
194,0.05508864789720209
195,0.12985101445729388
196,0.1948365064321586
197,0.26087197705084036
198,0.30920306799280395
199,0.3873577311484896
200,0.4426557003760409
201,0.5203889936493764
202,0.5594183409313893
203,0.6017561534578717
204,0.6443742680313159
205,0.7061273340291693
206,0.7443433115445448
207,0.7891166334076758
208,0.8349261368913713
209,0.8683755818101238
