date,V-0,V-1,V-2,V-3,V-4,V-5,V-6,V-7,V-8,V-9,V-10,V-11,V-12,V-13,V-14,V-15,V-16,V-17,V-18,V-19,V-20,V-21,V-22,V-23,V-24,V-25,V-26,V-27,V-28,V-29,V-30,V-31,V-32,V-33,V-34,V-35,V-36,V-37,V-38,V-39,V-40,V-41,V-42,V-43,V-44,V-45,V-46,V-47,V-48,V-49,V-50,V-51,V-52,V-53,V-54,V-55,V-56,V-57,V-58,V-59,V-60,V-61,V-62,V-63,V-64,V-65,V-66,V-67,V-68,V-69,V-70,V-71,V-72,V-73,V-74,V-75,V-76,V-77,V-78,V-79,V-80,V-81,V-82,V-83,V-84,V-85,V-86,V-87,V-88,V-89,V-90,V-91,V-92,V-93,V-94,V-95,V-96,V-97,V-98,OT
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.31236299393705785,0.012846938844863497,0.0,0.000675158042611941,0.0448543651937599,0.06250009861441255,0.21530145147529337,0.016613188615875595,0.0012624906487865564,0.1587475468136237,0.10153032834723454,0.03587482303006566,0.0020507958217491147,0.042825405917006155,0.00925709437054557,0.1520560138797763,2.6133886246109133,0.012135114323531588,0.003776971779515555,0.0005826879917476415,0.02126323643104637,0.0015630836604024032,0.08201315309522898,0.24223980323605498,1.007650051279359,0.001073117051468573,0.0542545528609033,0.0012301190936894653,0.010312536435196935,0.17510999700810922,0.00484509936335547,0.0011572830947210102,0.40359529275631334,0.3613774090560836,0.003269700483851373,0.2298082229777206,0.31503268459904327,0.05085123200417323,0.0031572815105432514,1.2363154629361106,0.004310798732359801,0.673188525160017,0.09905537778386721,0.045712226645944216,0.000832096109427503,0.13751514531603312,0.3251980031851565,0.054317773512734466,0.40812654746405774,0.19253057240063612,0.6012753478209413,0.0003156226621966391,0.3477116022632709,0.46980918883319794,0.12417989939565476,0.08530712912925634,2.9250612571646584,0.08666795733060823,0.004289728993650564,0.023444648058465523,0.0,0.03887216618663967,0.054948198054690325,0.02389746310347389,0.11529343662241888,0.002261962412409247,0.5159079896189589,0.3098265005488052,0.0,0.14670911101271697,0.4959965762090987,0.028035305318720994,0.24896576016798866,2.9778206605015534,0.1602024868399096,0.22417234049788173,0.11052196207177228,0.8179793339725332,0.008485064141471356,0.0034940023739583013,0.0011665684535134668,0.146851636009573,0.016867057513279403,0.0,0.05113784527041243,0.022798617445999512,0.020754469798326992,0.010344232630410951,0.0,0.1715039558094051,0.002461856765133785,0.006659380877614653,1.533306231154926,0.008193074543504392,0.06592076831444403,0.00736727944119571,0.03868849637335362,0.3132894589624686,0.6357980329084181,0.0014360831129947079
4,0.38442287688418364,0.012978930771993859,0.0014767498790854287,0.0005049962595146226,0.02475801582197226,0.30915605969418336,0.9448461675246297,0.036656348529358215,0.0,0.04298239371081202,0.04948435240387537,0.03922816271022381,0.0012966120176726794,0.0,0.025634607534556514,0.09764517425291734,0.9833920253588303,0.016484126376523033,0.0,0.0,0.00299490837239922,0.0026670114955616004,0.04037851016668879,0.7413471125546978,1.424875553204526,0.0006312453243932782,0.015598294503946017,0.00981678524108475,0.0036095055909928313,0.061504178482125894,0.01670968040684699,0.0018351203359147444,0.050529777815812166,0.4485010122921408,0.002384704558819051,0.12993786993128983,0.002461856765133785,0.0003156226621966391,0.0010206829640391313,0.867037464933124,0.0003156226621966391,0.08315200289241245,0.10493887442624619,0.013503048719565787,0.0025330741863473856,0.1455924551319338,0.18610361958774588,0.0,0.07660394923108159,0.49616600384404896,0.6256024556106093,0.0009258264757768081,0.05096488321111808,0.0014729057569176493,0.11776212790624507,0.07353178044383901,3.191133846345298,0.06190440091128208,0.0,0.03746108860189851,7.890566554915977e-05,1.0950117142495328,0.05197730254212742,0.010279642473799344,0.0018937359731798346,0.0,0.4554543843696155,0.47151734519039873,0.0,0.007818977633664504,0.4295022336929278,0.0118092258295626,0.21913980128134145,1.3060759630698526,0.011452326063828793,0.006777794348453468,0.15783634439101019,1.2619802601525396,0.0940774229315039,0.0,0.0,0.10694368161288889,0.010639990634495588,0.0,0.0,0.0016307170880159687,0.04406249957347108,0.01241360175456823,0.0,0.054647909038990264,0.0,0.02423608364391565,2.6057213370070054,0.0,0.02650777186467939,0.14141970318049552,0.0038444367361651736,0.05006177950999108,1.035239841908112,0.0009056998132599211
5,0.3532279225002945,0.01239677971267413,0.009348991908795437,0.0010696101329997214,0.12489822961272912,0.10843163255994857,0.33905694175685636,0.009661687860141563,0.0,0.019159183710283148,0.013068141964361448,0.08334543605867749,0.007909698893898554,0.0,0.23669815768965854,0.1484133846709528,2.032347902838192,0.0052148799784538374,0.004954892625793165,0.0,0.0018411321961470616,0.08757487242949999,0.024580957498863847,0.0231113963568093,2.790494290325927,0.0036927851477006773,0.007818487527603337,0.0,0.0391778756044406,0.007481268705157132,0.011441108964114904,0.0006913639267164476,1.0141923988762196,0.5078711496708505,0.0,0.18119153611676495,0.006501169294037856,0.03661273092924629,0.0,0.8115167824215966,0.0,0.05763215765995463,0.17890164085182628,0.0006706981571678581,0.0,0.16803550079077956,0.21970336957524383,0.0033439390473780765,0.06405868451097699,0.8313123287694344,0.6228866210920709,0.1886514342885371,0.07831088096686402,0.006663818833775007,0.0867305282333679,0.0517670655256583,2.1122818641228323,0.07169731083981722,0.0,0.026970678645569804,0.0,0.7912407728059289,0.03684806012863508,0.003913516556505456,0.025148495878851082,0.000751482529039617,0.3525964322374658,0.459271231046837,0.0,0.0556539129632017,0.37195601128669825,0.003095065292689052,0.29799451596441157,0.22298155222292837,0.028819426298385593,0.054126605454918424,0.0704634880412293,0.8421166150102929,0.1083400073689843,0.0,0.0,0.01105583391027238,0.08185225808432452,0.0,0.004064604039995743,0.0643136903578033,0.045136755641314905,2.929408748112493,0.0,0.22724888389579853,0.04508106699942752,0.12538702807449137,1.2490940221862705,0.0016576565980721465,0.010778302361950357,0.05784463189426568,0.22404304069504688,0.20832651121892065,0.4647307040480171,0.001986468323205988
6,0.23862029202114365,0.07459477830426939,0.010110444040317341,0.0012577084872381224,0.30413598518996304,0.4815934528674606,0.9449992505949456,0.025150375043493028,0.002492340348297411,0.19501672189500907,0.012923771757369166,0.039244608648251994,0.009422827435237136,0.034173568209370134,0.6524621125431276,0.23720656251453331,3.145188940930126,0.031324619448510435,0.029364635178260132,0.021368512136325794,0.035864928513395115,0.5354215643902099,0.05823871457416631,0.08081649682480618,1.1040718347632816,0.21140358573112714,0.15340284062291043,0.00015781133109831955,0.04831598175049558,0.006309458680827701,0.020214115085594606,0.030785446635529568,0.05302348997097739,0.3580467555754112,0.0,2.174569308238578,0.0071796640824445005,0.008261556564314595,0.004972713423343874,0.8242085772602642,0.002482397287594201,0.13319684675755847,0.4601156191115003,0.01875045786233176,0.0,0.13049165276651156,0.46174016396984646,0.0016035697816544126,0.4007957588340099,1.464628763986172,0.4006130529400335,0.009561450151239938,0.19443961938682136,0.03713644414565307,0.126161741480632,0.048450684852573644,0.05144994349903806,0.1728070276744956,0.14924661350754276,0.007636793165170108,0.013626111340879214,0.4894440865115116,0.2593719162077539,0.07566410589058248,0.006982496596372378,0.02761617176246663,0.23996926346239436,0.10506707798566024,0.003952234879516941,0.022726261771994338,0.6402404833672759,0.0807283413469998,0.2546215904827894,0.9567406480725097,0.058159028251998736,0.059851430300153545,0.09656392037052523,1.2282778523322504,0.09866676632486812,0.0063736896419785034,0.0008700949065961401,0.02316686780429496,0.07167743314824856,0.0,0.0032865204310454656,0.0636558782729865,0.3222918596438475,3.4031773611590537,0.0002945811513835298,0.6757201880686413,0.0027515236162945164,0.0019884752589777724,1.783314327364033,0.0018937359731798346,0.021891646574326972,0.06919358321565602,0.011332322926324929,0.05670283462451008,0.0991395658100113,0.08780445700377337
7,0.254393549381019,0.21484235943114594,0.07964153028939838,0.009700502542054684,0.40682436416035617,2.6378472636789327,1.982573470058269,0.14764234923154188,0.00547051640978649,0.2285365917109285,0.0634790225096742,0.0455153980494091,0.1535930940084767,0.09258235780939285,0.5103520889315467,0.457528624929879,3.984538637109952,0.18204177663426593,0.09148325835965684,0.015260644733894706,0.1429608152341689,0.4517067000531661,0.2973612301427116,0.17721442315225158,6.770777279160826,0.040155248315482756,0.3814135672957215,0.03752185323092058,0.047886944743539564,0.1333000883700493,0.3155835496319723,0.0148324152843838,0.09464273587859724,1.3532321000506338,0.02486326516233184,1.5124078875480595,0.011625768716478004,0.015388081128754179,0.011775013507884973,1.1046668207533519,0.14780373733455618,0.8853016446719806,2.274223262142697,0.08727894200440993,0.0002705337104542621,0.06022953294496408,0.4780889311195139,0.00410234312602727,0.6214740647005769,0.9548646091316021,0.48122694507573505,0.11148590145559098,0.07982255598898588,0.1125137300373325,1.0588540868905518,0.9134052537940913,0.24231794772993437,1.3393314452132747,1.4596474427232549,0.03592056431950857,0.0017268753209975555,2.1502534303483776,1.1330812239533692,0.6435159745912516,0.026425212370587228,0.16805285517833474,0.3032215932079412,0.9279523445868852,0.06810876180064804,0.10175695493404092,0.4694866853485211,0.18007389336653715,0.6008746900524087,2.0900079958765234,0.5404119143405202,0.13987601132089206,0.551955852955945,1.2790451262375402,0.029275812519130563,0.017940093257447165,0.012440881119190925,0.07463775985752234,0.9519152485898754,0.007393331647765758,0.014485080290001645,0.040793620272289235,0.4115827348590892,1.6823556237156185,0.002955966040414409,0.27006518272776026,0.023213318438996045,0.0183330483939268,4.400832020102497,0.007460915250474964,0.029731684041181414,0.308874084971066,0.21008118264800027,0.40953422214266016,0.05250703749296477,0.1706066021223944
8,3.3789030219665235,0.5049290977039955,0.055464424925724405,0.02376132937201371,0.9790505184256706,1.5414219775226465,2.785429272510041,0.2617198194749067,0.02499224707935681,0.40299144721096475,0.15815825980470571,0.06927201687495944,0.08464051196641384,0.09466463628810176,0.8758807036815456,0.37140916394045154,3.8513215147545714,0.28083885717072354,0.13399920765146794,0.035856010706651266,0.151777721577106,0.14877675520943956,0.6471553024306143,0.2892427063365154,6.236843421606022,0.294618251895786,0.4494936895447903,0.12295678165812432,0.16236093208823021,1.4805189015301004,0.01833972578812275,0.011611019188416996,0.6860240237145793,0.9380083579424013,0.019803639563067393,0.20036786864729256,0.011662318473915126,0.07470474093649304,0.10022306344146648,3.0717325237446347,0.2969297724746643,2.1268517658024746,3.026167111564138,0.32157685563761984,0.015601191913912951,0.0400639634786596,0.8718557544803673,0.047743131356921154,3.306417592839319,0.16352913226093824,0.8254501954881155,0.028123428568408007,0.3001078696605752,0.41697297802436767,0.06757261166054489,0.34258198275055424,0.4483422732729042,0.5919424844503335,0.958569611160656,0.02075105641437027,0.008048098814333325,1.1007303894206257,2.3362433217298126,0.950566472887799,0.053101611210325986,0.09288763270324077,0.08335976779005881,0.021233288184971097,0.16752063342204532,0.1204786474138227,0.9902863962618056,0.3690273576223757,0.5948800913606686,3.1648397650035562,0.8988873000062981,0.2677912391998729,0.6741744334777646,1.35296789188635,0.017927957337630033,0.011946346477943195,0.02129774520801883,0.09281199809274271,1.461890983460484,0.00592738586642685,0.04025335903933864,0.02469204833514054,0.9036410116084199,0.17866324604446526,0.0028694844648073526,0.6334333198166621,0.04619376661253522,0.026221729452149883,3.5989850313944762,0.011244947377674234,0.7941493828299944,0.4759599375076354,1.2671798865155048,0.08515943048630237,0.28194123029884166,0.527547121928269
9,3.051044863296681,0.3208831717471105,0.4123175192873478,0.036048716091740964,0.1201792341256664,2.5796347469807763,4.591852224208071,0.14718155779063832,0.023778184734479214,0.4321601169089684,0.7172718235725579,0.2059062742641281,0.20387365012981798,0.1923503386283499,0.8519659079455159,1.6140160977798923,3.3318894382645556,0.5487285215388116,0.06874651687102805,0.018231406637486437,0.13498791362436505,0.9693474053953387,1.925108735343823,0.14176091969370186,4.827508456127094,0.024852912754488737,0.43546650853334273,0.06118288132137949,0.1960552606215968,2.8737355220526557,0.015597362671721723,0.1866965194232658,0.31444113876289476,2.7692486998059116,0.09661710774648062,0.24513289767381372,0.009191105273120042,0.01006267836812429,0.048122807143700826,2.334726017221497,0.1246690071616404,2.104952311366355,2.0353584980230965,0.9672777718284018,0.07456239367000074,0.06053161958662223,0.898556752140603,0.011641500332531036,3.3461023174916797,0.599940356281618,0.7410875376512679,0.2962000840982217,0.2542032912713558,0.654072596204476,0.035156431457609556,0.23472561886910628,2.381674881273879,1.1165626136871936,0.999829701506131,0.014836399937681072,0.09264158073395774,3.1747834228872613,1.3328333063409619,1.2244579100195248,0.04001940005055912,0.060732085489272856,0.023992881725435383,0.012191018705388398,0.04045674729925345,0.6366525001278263,0.8769670052936477,0.09692544531749771,0.69483566062915,4.005262725842027,0.7002606672067869,0.31596203575346127,0.978120881036073,0.29315809622192307,0.5718517675218074,0.007310743019852914,0.015002611605406814,0.07199742777403906,2.322639897089063,0.06990226550172622,0.16516461922198436,0.06333904156147202,0.6017879494331732,0.5879183922942984,0.0,0.7020113360563337,0.024365373611034233,0.05403185879754936,2.534978370910741,0.03206678075186676,1.3285035727923507,0.24234316819373433,1.9820555260915733,0.08815824131639385,0.21980749853925555,0.4305334533954922
