date,OT
1,0.0
2,0.03270156461507153
3,0.06526309611002579
4,0.09754516100806414
5,0.1294095225512604
6,0.1607197326515808
7,0.1913417161825449
8,0.22114434510950062
9,0.24999999999999994
10,0.2777851165098011
11,0.3043807145043602
12,0.3296729075500344
13,0.3535533905932738
14,0.37591990373948875
15,0.39667667014561764
16,0.41573480615127256
17,0.43301270189221924
18,0.4484363707663441
19,0.4619397662556433
20,0.4734650647475529
21,0.4829629131445342
22,0.49039264020161527
23,0.49572243068690514
24,0.49892946161930174
25,0.5
26,0.5327015646150716
27,0.5652630961100258
28,0.5975451610080641
29,0.6294095225512604
30,0.6607197326515808
31,0.6913417161825449
32,0.7211443451095007
33,0.75
34,0.7777851165098011
35,0.8043807145043602
36,0.8296729075500344
37,0.8535533905932737
38,0.8759199037394887
39,0.8966766701456177
40,0.9157348061512726
41,0.9330127018922192
42,0.9484363707663441
43,0.9619397662556433
44,0.9734650647475529
45,0.9829629131445342
46,0.9903926402016152
47,0.9957224306869051
48,0.9989294616193017
49,0.0
50,0.03270156461507153
51,0.06526309611002579
52,0.09754516100806414
53,0.1294095225512604
54,0.1607197326515808
55,0.1913417161825449
56,0.22114434510950062
57,0.24999999999999994
58,0.2777851165098011
59,0.3043807145043602
60,0.3296729075500344
61,0.3535533905932738
62,0.37591990373948875
63,0.39667667014561764
64,0.41573480615127256
65,0.43301270189221924
66,0.4484363707663441
67,0.4619397662556433
68,0.4734650647475529
69,0.4829629131445342
70,0.49039264020161527
71,0.49572243068690514
72,0.49892946161930174
73,0.5
74,0.4672984353849285
75,0.4347369038899742
76,0.40245483899193585
77,0.37059047744873963
78,0.3392802673484192
79,0.3086582838174551
80,0.27885565489049935
81,0.25000000000000006
82,0.2222148834901989
83,0.19561928549563978
84,0.17032709244996558
85,0.1464466094067262
86,0.12408009626051125
87,0.10332332985438236
88,0.08426519384872744
89,0.06698729810778076
90,0.05156362923365593
91,0.038060233744356686
92,0.0265349352524471
93,0.01703708685546579
94,0.00960735979838473
95,0.0042775693130948644
96,0.0010705383806982605
97,0.0
98,0.03270156461507153
99,0.06526309611002579
100,0.09754516100806414
101,0.1294095225512604
102,0.1607197326515808
103,0.1913417161825449
104,0.22114434510950062
105,0.24999999999999994
106,0.2777851165098011
107,0.3043807145043602
108,0.3296729075500344
109,0.3535533905932738
110,0.37591990373948875
111,0.39667667014561764
112,0.41573480615127256
113,0.43301270189221924
114,0.4484363707663441
115,0.4619397662556433
116,0.4734650647475529
117,0.4829629131445342
118,0.49039264020161527
119,0.49572243068690514
120,0.49892946161930174
121,0.5
122,0.5327015646150716
123,0.5652630961100258
124,0.5975451610080641
125,0.6294095225512604
126,0.6607197326515808
127,0.6913417161825449
128,0.7211443451095007
129,0.75
130,0.7777851165098011
131,0.8043807145043602
132,0.8296729075500344
133,0.8535533905932737
134,0.8759199037394887
135,0.8966766701456177
136,0.9157348061512726
137,0.9330127018922192
138,0.9484363707663441
139,0.9619397662556433
140,0.9734650647475529
141,0.9829629131445342
142,0.9903926402016152
143,0.9957224306869051
144,0.9989294616193017
145,0.0
146,0.03270156461507153
147,0.06526309611002579
148,0.09754516100806414
149,0.1294095225512604
150,0.1607197326515808
151,0.1913417161825449
152,0.22114434510950062
153,0.24999999999999994
154,0.2777851165098011
155,0.3043807145043602
156,0.3296729075500344
157,0.3535533905932738
158,0.37591990373948875
159,0.39667667014561764
160,0.41573480615127256
161,0.43301270189221924
162,0.4484363707663441
163,0.4619397662556433
164,0.4734650647475529
165,0.4829629131445342
166,0.49039264020161527
167,0.49572243068690514
168,0.49892946161930174
169,0.5
170,0.5327015646150716
171,0.5652630961100258
172,0.5975451610080641
173,0.6294095225512604
174,0.6607197326515808
175,0.6913417161825449
176,0.7211443451095007
177,0.75
178,0.7777851165098011
179,0.8043807145043602
180,0.8296729075500344
181,0.8535533905932737
182,0.8759199037394887
183,0.8966766701456177
184,0.9157348061512726
185,0.9330127018922192
186,0.9484363707663441
187,0.9619397662556433
188,0.9734650647475529
189,0.9829629131445342
190,0.9903926402016152
191,0.9957224306869051
192,0.9989294616193017
193,0.0
194,0.03270156461507153
195,0.06526309611002579
196,0.09754516100806414
197,0.1294095225512604
198,0.1607197326515808
199,0.1913417161825449
200,0.22114434510950062
201,0.24999999999999994
202,0.2777851165098011
203,0.3043807145043602
204,0.3296729075500344
205,0.3535533905932738
206,0.37591990373948875
207,0.39667667014561764
208,0.41573480615127256
209,0.43301270189221924
210,0.4484363707663441
211,0.4619397662556433
212,0.4734650647475529
213,0.4829629131445342
214,0.49039264020161527
215,0.49572243068690514
216,0.49892946161930174
217,0.5
218,0.5327015646150716
219,0.5652630961100258
220,0.5975451610080641
221,0.6294095225512604
222,0.6607197326515808
223,0.6913417161825449
224,0.7211443451095007
225,0.75
226,0.7777851165098011
227,0.8043807145043602
228,0.8296729075500344
229,0.8535533905932737
230,0.8759199037394887
231,0.8966766701456177
232,0.9157348061512726
233,0.9330127018922192
234,0.9484363707663441
235,0.9619397662556433
236,0.9734650647475529
237,0.9829629131445342
238,0.9903926402016152
239,0.9957224306869051
240,0.9989294616193017
241,0.0
242,0.03270156461507153
243,0.06526309611002579
244,0.09754516100806414
245,0.1294095225512604
246,0.1607197326515808
247,0.1913417161825449
248,0.22114434510950062
249,0.24999999999999994
250,0.2777851165098011
251,0.3043807145043602
252,0.3296729075500344
253,0.3535533905932738
254,0.37591990373948875
255,0.39667667014561764
256,0.41573480615127256
257,0.43301270189221924
258,0.4484363707663441
259,0.4619397662556433
260,0.4734650647475529
261,0.4829629131445342
262,0.49039264020161527
263,0.49572243068690514
264,0.49892946161930174
265,0.5
266,0.4672984353849285
267,0.4347369038899742
268,0.40245483899193585
269,0.37059047744873963
270,0.3392802673484192
271,0.3086582838174551
272,0.27885565489049935
273,0.25000000000000006
274,0.2222148834901989
275,0.19561928549563978
276,0.17032709244996558
277,0.1464466094067262
278,0.12408009626051125
