date,OT
1,0.0
2,0.06540312923014306
3,0.13052619222005157
4,0.19509032201612828
5,0.2588190451025208
6,0.3214394653031616
7,0.3826834323650898
8,0.44228869021900125
9,0.4999999999999999
10,0.5555702330196022
11,0.6087614290087204
12,0.6593458151000688
13,0.7071067811865476
14,0.7518398074789775
15,0.7933533402912353
16,0.8314696123025451
17,0.8660254037844385
18,0.8968727415326881
19,0.9238795325112866
20,0.9469301294951058
21,0.9659258262890684
22,0.9807852804032305
23,0.9914448613738103
24,0.9978589232386035
25,0.0
26,0.0011656154047304246
27,0.004657026981834678
28,0.010457956158838488
29,0.018541356326100267
30,0.028869538940589745
31,0.04139434924727353
32,0.05605739079881239
33,0.0727902977267556
34,0.0915150534947789
35,0.11214435464779005
36,0.13458201786093782
37,0.15872342839067294
38,0.18445602783697357
39,0.21165983894256646
40,0.24020802498228333
41,0.2699674811344239
42,0.3007994550768791
43,0.3325601939145068
44,0.36510161442148786
45,0.398271993473683
46,0.4319166754518767
47,0.46587879331766435
48,0.49999999999999994
49,0.0
50,0.06540312923014306
51,0.13052619222005157
52,0.19509032201612828
53,0.2588190451025208
54,0.3214394653031616
55,0.3826834323650898
56,0.44228869021900125
57,0.4999999999999999
58,0.5555702330196022
59,0.6087614290087204
60,0.6593458151000688
61,0.7071067811865476
62,0.7518398074789775
63,0.7933533402912353
64,0.8314696123025451
65,0.8660254037844385
66,0.8968727415326881
67,0.9238795325112866
68,0.9469301294951058
69,0.9659258262890684
70,0.9807852804032305
71,0.9914448613738103
72,0.9978589232386035
73,0.0
74,0.0011656154047304246
75,0.004657026981834678
76,0.010457956158838488
77,0.018541356326100267
78,0.028869538940589745
79,0.04139434924727353
80,0.05605739079881239
81,0.0727902977267556
82,0.0915150534947789
83,0.11214435464779005
84,0.13458201786093782
85,0.15872342839067294
86,0.18445602783697357
87,0.21165983894256646
88,0.24020802498228333
89,0.2699674811344239
90,0.3007994550768791
91,0.3325601939145068
92,0.36510161442148786
93,0.398271993473683
94,0.4319166754518767
95,0.46587879331766435
96,0.49999999999999994
97,0.0
98,0.06540312923014306
99,0.13052619222005157
100,0.19509032201612828
101,0.2588190451025208
102,0.3214394653031616
103,0.3826834323650898
104,0.44228869021900125
105,0.4999999999999999
106,0.5555702330196022
107,0.6087614290087204
108,0.6593458151000688
109,0.7071067811865476
110,0.7518398074789775
111,0.7933533402912353
112,0.8314696123025451
113,0.8660254037844385
114,0.8968727415326881
115,0.9238795325112866
116,0.9469301294951058
117,0.9659258262890684
118,0.9807852804032305
119,0.9914448613738103
120,0.9978589232386035
121,0.5
122,0.4658787933176645
123,0.43191667545187673
124,0.3982719934736831
125,0.36510161442148786
126,0.3325601939145069
127,0.3007994550768793
128,0.2699674811344239
129,0.24020802498228327
130,0.2116598389425665
131,0.18445602783697368
132,0.15872342839067294
133,0.13458201786093793
134,0.11214435464779005
135,0.09151505349477895
136,0.07279029772675577
137,0.056057390798812445
138,0.04139434924727359
139,0.028869538940589745
140,0.018541356326100322
141,0.010457956158838544
142,0.004657026981834678
143,0.001165615404730369
144,0.0
145,0.0
146,0.06540312923014306
147,0.13052619222005157
148,0.19509032201612828
149,0.2588190451025208
150,0.3214394653031616
151,0.3826834323650898
152,0.44228869021900125
153,0.4999999999999999
154,0.5555702330196022
155,0.6087614290087204
156,0.6593458151000688
157,0.7071067811865476
158,0.7518398074789775
159,0.7933533402912353
160,0.8314696123025451
161,0.8660254037844385
162,0.8968727415326881
163,0.9238795325112866
164,0.9469301294951058
165,0.9659258262890684
166,0.9807852804032305
167,0.9914448613738103
168,0.9978589232386035
169,0.5
170,0.5341212066823355
